Unnamed: 0,soc_code,task_id,task,task_type,title,human_exposure,gpt4_exposure,gpt4_alt_exposure,gpt_3_relevant,gpt4_automation,alpha,beta,gamma,automation,human_labels,SOC-2digit,SOC Title
1378,13-1041.03,10875.0,"Provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",Core,Equal Opportunity Representatives and Officers,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1380,13-1041.03,10870.0,"Prepare reports of selection, survey, or other statistics and recommendations for corrective action.",Supplemental,Equal Opportunity Representatives and Officers,E1,E1,E2,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1383,13-1041.03,10874.0,"Counsel newly hired members of minority or disadvantaged groups, informing them about details of civil rights laws.",Supplemental,Equal Opportunity Representatives and Officers,E2,E1,E2,False,T1,1.0,1.0,1.0,0.25,E2,13,Business and Financial Operations Occupations
1385,13-1041.03,10876.0,Verify that all job descriptions are submitted for review and approval and that descriptions meet regulatory standards.,Supplemental,Equal Opportunity Representatives and Officers,E2,E1,E2,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1386,13-1041.03,10878.0,Consult with community representatives to develop technical assistance agreements in accordance with governmental regulations.,Supplemental,Equal Opportunity Representatives and Officers,E2,E1,E0,False,T1,1.0,1.0,1.0,0.25,E2,13,Business and Financial Operations Occupations
1388,13-1041.04,12890.0,"Prepare correspondence, reports of inspections or investigations, or recommendations for action.",Core,Government Property Inspectors and Investigators,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1397,13-1041.04,12899.0,Recommend legal or administrative action to protect government property.,Supplemental,Government Property Inspectors and Investigators,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1404,13-1041.06,8915.0,"Complete death certificates, including the assignment of cause and manner of death.",Core,Coroners,E1,E2,E0,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1405,13-1041.06,8917.0,Collect and document any pertinent medical history information.,Core,Coroners,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1406,13-1041.06,8928.0,Arrange for the next of kin to be notified of deaths.,Core,Coroners,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1407,13-1041.06,8919.0,Complete reports and forms required to finalize cases.,Core,Coroners,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1408,13-1041.06,8918.0,"Observe, record, and preserve any objects or personal property related to deaths, including objects such as medication containers and suicide notes.",Core,Coroners,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1410,13-1041.06,8916.0,Observe and record the positions and conditions of bodies and related evidence.,Core,Coroners,E1,E2,E0,True,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1412,13-1041.06,8924.0,"Locate and document information regarding the next of kin, including their relationship to the deceased and the status of notification attempts.",Core,Coroners,E2,E1,E2,False,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1420,13-1041.06,8929.0,"Record the disposition of minor children, as well as details of arrangements made for their care.",Supplemental,Coroners,E2,E1,E1,False,T1,1.0,1.0,1.0,0.25,E2,13,Business and Financial Operations Occupations
1423,13-1041.07,18045.0,"Communicate with regulatory agencies regarding pre-submission strategies, potential regulatory pathways, compliance test requirements, or clarification and follow-up of submissions under review.",Core,Regulatory Affairs Specialists,E1,E2,E2,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1426,13-1041.07,18062.0,Prepare or maintain technical files as necessary to obtain and sustain product approval.,Core,Regulatory Affairs Specialists,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1427,13-1041.07,18049.0,Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,Core,Regulatory Affairs Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1428,13-1041.07,18055.0,Determine the types of regulatory submissions or internal documentation that are required in situations such as proposed device changes or labeling changes.,Core,Regulatory Affairs Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1430,13-1041.07,18052.0,"Advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",Core,Regulatory Affairs Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1432,13-1041.07,18051.0,"Review product promotional materials, labeling, batch records, specification sheets, or test methods for compliance with applicable regulations and policies.",Core,Regulatory Affairs Specialists,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1433,13-1041.07,21094.0,"Identify relevant guidance documents, international standards, or consensus standards.",Core,Regulatory Affairs Specialists,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1434,13-1041.07,18050.0,"Provide technical review of data or reports to be incorporated into regulatory submissions to assure scientific rigor, accuracy, and clarity of presentation.",Core,Regulatory Affairs Specialists,E2,E1,E2,True,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1435,13-1041.07,18065.0,Review clinical protocols to ensure collection of data needed for regulatory submissions.,Core,Regulatory Affairs Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1438,13-1041.07,18063.0,Recommend changes to company procedures in response to changes in regulations or standards.,Core,Regulatory Affairs Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1440,13-1041.07,18053.0,Compile and maintain regulatory documentation databases or systems.,Core,Regulatory Affairs Specialists,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1441,13-1041.07,18066.0,"Write or update standard operating procedures, work instructions, or policies.",Core,Regulatory Affairs Specialists,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1448,13-1041.07,18064.0,"Prepare responses to customer requests for information, such as product data, written regulatory affairs statements, surveys, or questionnaires.",Supplemental,Regulatory Affairs Specialists,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1452,13-1041.07,19556.0,Obtain clearances for the use of recycled plastics in product packaging.,Supplemental,Regulatory Affairs Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1454,13-1041.08,15945.0,"Prepare and process import and export documentation according to customs regulations, laws, or procedures.",Core,Customs Brokers,E2,E1,E2,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1457,13-1041.08,15942.0,Calculate duty and tariff payments owed on shipments.,Core,Customs Brokers,E2,E1,E2,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1459,13-1041.08,15941.0,Classify goods according to tariff coding system.,Core,Customs Brokers,E2,E1,E2,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1461,13-1041.08,15924.0,"Sign documents on behalf of clients, using powers of attorney.",Core,Customs Brokers,E0,E1,E0,False,T3,1.0,1.0,1.0,0.75,E0,13,Business and Financial Operations Occupations
1462,13-1041.08,15944.0,"Advise customers on import and export restrictions, tariff systems, insurance requirements, quotas, or other customs-related matters.",Core,Customs Brokers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1464,13-1041.08,15934.0,"Quote duty and tax rates on goods to be imported, based on federal tariffs and excise taxes.",Core,Customs Brokers,E2,E1,E2,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1467,13-1041.08,15940.0,Confer with officials in various agencies to facilitate clearance of goods through customs and quarantine.,Core,Customs Brokers,E1,E2,E0,False,T1,0.0,0.5,1.0,0.25,E1,13,Business and Financial Operations Occupations
1468,13-1041.08,15939.0,Inform importers and exporters of steps to reduce duties and taxes.,Core,Customs Brokers,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1469,13-1041.08,15928.0,"Obtain line releases for frequent shippers of low-risk commodities, high-volume entries, or multiple-container loads.",Core,Customs Brokers,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1470,13-1041.08,15925.0,"Provide advice on transportation options, types of carriers, or shipping routes.",Core,Customs Brokers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1472,13-1041.08,15943.0,Apply for tariff concessions or for duty drawbacks and other refunds.,Core,Customs Brokers,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1474,13-1041.08,15935.0,Prepare papers for shippers to appeal duty charges.,Core,Customs Brokers,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1485,13-1051.00,90.0,"Establish and maintain tendering process, and conduct negotiations.",Core,Cost Estimators,E1,E2,E1,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1486,13-1051.00,88.0,"Prepare and maintain a directory of suppliers, contractors and subcontractors.",Core,Cost Estimators,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1491,13-1071.00,18861.0,"Interpret and explain human resources policies, procedures, laws, standards, or regulations.",Core,Human Resources Specialists,E1,E1,E2,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1493,13-1071.00,18864.0,"Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).",Core,Human Resources Specialists,E2,E1,E2,False,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1494,13-1071.00,18866.0,"Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.",Core,Human Resources Specialists,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1497,13-1071.00,18860.0,"Inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.",Core,Human Resources Specialists,E0,E1,E1,True,T3,1.0,1.0,1.0,0.75,E0,13,Business and Financial Operations Occupations
1499,13-1071.00,18870.0,Schedule or conduct new employee orientations.,Core,Human Resources Specialists,E1,E2,E0,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1500,13-1071.00,18863.0,"Maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.",Core,Human Resources Specialists,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1502,13-1071.00,18857.0,Contact job applicants to inform them of the status of their applications.,Core,Human Resources Specialists,E1,E1,E1,True,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1503,13-1071.00,18854.0,Conduct exit interviews and ensure that necessary employment termination paperwork is completed.,Core,Human Resources Specialists,E0,E1,E1,False,T3,1.0,1.0,1.0,0.75,E0,13,Business and Financial Operations Occupations
1506,13-1071.00,18867.0,"Provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.",Core,Human Resources Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1507,13-1071.00,18853.0,Analyze employment-related data and prepare required reports.,Core,Human Resources Specialists,E1,E2,E2,True,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1509,13-1071.00,18858.0,Develop or implement recruiting strategies to meet current or anticipated staffing needs.,Core,Human Resources Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1510,13-1071.00,21097.0,Administer employee benefit plans.,Supplemental,Human Resources Specialists,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1513,13-1071.00,18876.0,"Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.",Supplemental,Human Resources Specialists,E2,E1,E0,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1528,13-1075.00,18895.0,"Write letters related to labor relations activities, such as letters to amend collective bargaining agreements, letters of dispute or conciliation, or letters to seek clarification of contract terms.",Core,Labor Relations Specialists,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1529,13-1075.00,18879.0,Draft contract proposals or counter-proposals for collective bargaining or other labor negotiations.,Core,Labor Relations Specialists,E2,E1,E1,True,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1531,13-1075.00,18882.0,Interpret contractual agreements for employers and employees engaged in collective bargaining or other labor relations processes.,Core,Labor Relations Specialists,E2,E1,E2,True,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1543,13-1075.00,18880.0,"Draft rules or regulations to govern collective bargaining activities in collaboration with company, government, or employee representatives.",Core,Labor Relations Specialists,E2,E1,E2,True,T2,1.0,1.0,1.0,0.5,E2,13,Business and Financial Operations Occupations
1547,13-1075.00,18899.0,"Develop methods to monitor employee satisfaction with policies or working conditions, including grievance or complaint procedures.",Core,Labor Relations Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1549,13-1075.00,18894.0,Schedule or coordinate the details of grievance hearings or other meetings.,Core,Labor Relations Specialists,E1,E2,E1,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1550,13-1075.00,18887.0,"Prepare and submit required governmental reports or forms related to labor relations matters, such as equal employment opportunity (EEO) forms, new hire forms, or minority compensation reports.",Supplemental,Labor Relations Specialists,E1,E1,E1,False,T3,1.0,1.0,1.0,0.75,E1,13,Business and Financial Operations Occupations
1552,13-1075.00,18898.0,Develop employee health and safety policies.,Supplemental,Labor Relations Specialists,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1556,13-1081.00,8943.0,Develop proposals that include documentation for estimates.,Core,Logisticians,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1560,13-1081.00,8942.0,"Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.",Core,Logisticians,E1,E2,E1,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1564,13-1081.00,8940.0,"Report project plans, progress, and results.",Core,Logisticians,E2,E1,E1,False,T3,1.0,1.0,1.0,0.75,E2,13,Business and Financial Operations Occupations
1568,13-1081.00,8945.0,"Provide project management services, including the provision and analysis of technical data.",Core,Logisticians,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1574,13-1081.00,8947.0,Support the development of training materials and technical manuals.,Core,Logisticians,E1,E1,E2,False,T2,1.0,1.0,1.0,0.5,E1,13,Business and Financial Operations Occupations
1575,13-1081.01,15861.0,Propose logistics solutions for customers.,Core,Logistics Engineers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1579,13-1081.01,15867.0,"Review contractual commitments, customer specifications, or related information to determine logistics or support requirements.",Core,Logistics Engineers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1581,13-1081.01,19999.0,Prepare logistic strategies or conceptual designs for production facilities.,Core,Logistics Engineers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1582,13-1081.01,15877.0,"Provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",Core,Logistics Engineers,E1,E2,E2,True,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1583,13-1081.01,15872.0,"Develop or maintain cost estimates, forecasts, or cost models.",Core,Logistics Engineers,E1,E2,E2,False,T3,0.0,0.5,1.0,0.75,E1,13,Business and Financial Operations Occupations
1585,13-1081.01,15874.0,"Determine logistics support requirements, such as facility details, staffing needs, or safety or maintenance plans.",Core,Logistics Engineers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1589,13-1081.01,15870.0,Identify or develop business rules or standard operating procedures to streamline operating processes.,Core,Logistics Engineers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
1591,13-1081.01,15880.0,"Apply logistics modeling techniques to address issues, such as operational process improvement or facility design or layout.",Core,Logistics Engineers,E1,E2,E2,False,T2,0.0,0.5,1.0,0.5,E1,13,Business and Financial Operations Occupations
