,task_id,task,title,task_type,label_MR
28,20713,"Recommend mark-up rates, mark-down rates, or merchandise selling prices.","Wholesale and Retail Buyers, Except Farm Products",Core,1
29,20714,Obtain information about customer needs or preferences by conferring with sales or purchasing personnel.,"Wholesale and Retail Buyers, Except Farm Products",Core,0
30,68,Authorize payment of invoices or return of merchandise.,"Wholesale and Retail Buyers, Except Farm Products",Core,0
31,66,"Monitor and analyze sales records, trends, or economic conditions to anticipate consumer buying patterns, company sales, and needed inventory.","Wholesale and Retail Buyers, Except Farm Products",Core,1
32,20715,Collaborate with vendors to obtain or develop desired products.,"Wholesale and Retail Buyers, Except Farm Products",Core,0
33,20716,"Inspect merchandise or products to determine quality, value, or yield.","Wholesale and Retail Buyers, Except Farm Products",Core,0
34,72,Consult with store or merchandise managers about budgets or goods to be purchased.,"Wholesale and Retail Buyers, Except Farm Products",Supplemental,0
35,77,"Provide clerks with information to print on price tags, such as price, mark-ups or mark-downs, manufacturer number, season code, or style number.","Wholesale and Retail Buyers, Except Farm Products",Supplemental,1
36,78,"Determine which products should be featured in advertising, the advertising medium to be used, or when the ads should be run.","Wholesale and Retail Buyers, Except Farm Products",Supplemental,1
37,79,Monitor competitors' sales activities by following their advertisements in newspapers or other media.,"Wholesale and Retail Buyers, Except Farm Products",Supplemental,1
38,19547,Analyze environmental aspects of competing merchandise when making buying decisions.,"Wholesale and Retail Buyers, Except Farm Products",Supplemental,1
39,19548,Compare transportation options to determine the most energy-efficient options.,"Wholesale and Retail Buyers, Except Farm Products",Supplemental,1
40,19549,Develop strategies to advertise green products or merchandise to consumers.,"Wholesale and Retail Buyers, Except Farm Products",Supplemental,1
41,19550,"Identify opportunities to buy green commodities, such as alternative energy, water, or carbon-neutral products for resale to consumers.","Wholesale and Retail Buyers, Except Farm Products",Supplemental,1
42,19551,Monitor consumer preferences or environmental trends to determine the best way to introduce new green products.,"Wholesale and Retail Buyers, Except Farm Products",Supplemental,1
43,1146,Monitor and follow applicable laws and regulations.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
44,1143,"Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
45,1147,"Negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,0
46,1142,Purchase the highest quality merchandise at the lowest possible price and in correct amounts.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
47,1145,"Analyze price proposals, financial reports, and other data and information to determine reasonable prices.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
48,1159,Formulate policies and procedures for bid proposals and procurement of goods and services.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
49,1151,"Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
50,1144,"Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
51,1149,"Confer with staff, users, and vendors to discuss defective or unacceptable goods or services and determine corrective action.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,0
52,1150,Evaluate and monitor contract performance to ensure compliance with contractual obligations and to determine need for changes.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,0
53,1148,"Monitor shipments to ensure that goods come in on time, and resolve problems related to undelivered goods.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,0
54,1153,Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,0
55,1157,"Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
56,1152,"Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
57,1158,"Monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
58,1154,"Interview vendors and visit suppliers' plants and distribution centers to examine and learn about products, services, and prices.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,0
59,1155,Arrange the payment of duty and freight charges.,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Core,1
60,21417,Examine claims forms and other records to determine insurance coverage.,"Claims Adjusters, Examiners, and Investigators",Core,1
61,21418,Analyze information gathered by investigation and report findings and recommendations.,"Claims Adjusters, Examiners, and Investigators",Core,1
62,21426,Pay and process claims within designated authority level.,"Claims Adjusters, Examiners, and Investigators",Core,1
63,21423,"Investigate, evaluate, and settle claims, applying technical knowledge and human relations skills to effect fair and prompt disposal of cases and to contribute to a reduced loss ratio.","Claims Adjusters, Examiners, and Investigators",Core,1
64,21428,Verify and analyze data used in settling claims to ensure that claims are valid and that settlements are made according to company practices and procedures.,"Claims Adjusters, Examiners, and Investigators",Core,1
65,21419,"Review police reports, medical treatment records, medical bills, or physical property damage to determine the extent of liability.","Claims Adjusters, Examiners, and Investigators",Core,1
66,21420,Investigate and assess damage to property and create or review property damage estimates.,"Claims Adjusters, Examiners, and Investigators",Core,0
67,21421,Interview or correspond with agents and claimants to correct errors or omissions and to investigate questionable claims.,"Claims Adjusters, Examiners, and Investigators",Core,0
68,21422,"Interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to determine claim settlement, denial, or review.","Claims Adjusters, Examiners, and Investigators",Core,0
69,21429,"Enter claim payments, reserves and new claims on computer system, inputting concise yet sufficient file documentation.","Claims Adjusters, Examiners, and Investigators",Core,1
70,21425,"Resolve complex, severe exposure claims, using high service oriented file handling.","Claims Adjusters, Examiners, and Investigators",Core,1
71,21424,Adjust reserves or provide reserve recommendations to ensure that reserve activities are consistent with corporate policies.,"Claims Adjusters, Examiners, and Investigators",Core,1
72,21432,Confer with legal counsel on claims requiring litigation.,"Claims Adjusters, Examiners, and Investigators",Core,0
73,21427,"Examine claims investigated by insurance adjusters, further investigating questionable claims to determine whether to authorize payments.","Claims Adjusters, Examiners, and Investigators",Core,1
74,21434,"Maintain claim files, such as records of settled claims and an inventory of claims requiring detailed analysis.","Claims Adjusters, Examiners, and Investigators",Core,1
75,21430,Refer questionable claims to investigator or claims adjuster for investigation or settlement.,"Claims Adjusters, Examiners, and Investigators",Core,1
76,21431,Collect evidence to support contested claims in court.,"Claims Adjusters, Examiners, and Investigators",Core,0
77,21433,"Contact or interview claimants, doctors, medical specialists, or employers to get additional information.","Claims Adjusters, Examiners, and Investigators",Core,0
78,21435,Present cases and participate in their discussion at claim committee meetings.,"Claims Adjusters, Examiners, and Investigators",Core,0
79,21439,"Report overpayments, underpayments, and other irregularities.","Claims Adjusters, Examiners, and Investigators",Core,1
80,21436,Supervise claims adjusters to ensure that adjusters have followed proper methods.,"Claims Adjusters, Examiners, and Investigators",Supplemental,1
81,21437,Conduct detailed bill reviews to implement sound litigation management and expense control.,"Claims Adjusters, Examiners, and Investigators",Supplemental,1
82,21440,Communicate with reinsurance brokers to obtain information necessary for processing claims.,"Claims Adjusters, Examiners, and Investigators",Supplemental,0
83,21441,Prepare reports to be submitted to company's data processing department.,"Claims Adjusters, Examiners, and Investigators",Supplemental,1
84,21438,Examine titles to property to determine validity and act as company agent in transactions with property owners.,"Claims Adjusters, Examiners, and Investigators",Supplemental,1
85,21442,Obtain credit information from banks and other credit services.,"Claims Adjusters, Examiners, and Investigators",Supplemental,0
86,21444,Communicate with former associates to verify employment record or to obtain background information regarding persons or businesses applying for credit.,"Claims Adjusters, Examiners, and Investigators",,0
87,21445,Negotiate claim settlements or recommend litigation when settlement cannot be negotiated.,"Claims Adjusters, Examiners, and Investigators",,0
88,7249,Evaluate practicality of repair as opposed to payment of market value of vehicle before accident.,"Insurance Appraisers, Auto Damage",Core,0
89,7247,Review repair cost estimates with automobile repair shop to secure agreement on cost of repairs.,"Insurance Appraisers, Auto Damage",Core,0
90,7248,"Examine damaged vehicle to determine extent of structural, body, mechanical, electrical, or interior damage.","Insurance Appraisers, Auto Damage",Core,0
91,7251,Prepare insurance forms to indicate repair cost estimates and recommendations.,"Insurance Appraisers, Auto Damage",Core,1
92,7246,"Estimate parts and labor to repair damage, using standard automotive labor and parts cost manuals and knowledge of automotive repair.","Insurance Appraisers, Auto Damage",Core,0
93,7250,Determine salvage value on total-loss vehicle.,"Insurance Appraisers, Auto Damage",Core,0
94,7252,Arrange to have damage appraised by another appraiser to resolve disagreement with shop on repair cost.,"Insurance Appraisers, Auto Damage",Core,0
95,21446,Warn violators of infractions or penalties.,Compliance Officers,Core,1
96,21447,"Evaluate applications, records, or documents to gather information about eligibility or liability issues.",Compliance Officers,Core,1
97,21448,"Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",Compliance Officers,Core,1
98,21449,"Prepare reports of activities, evaluations, recommendations, or decisions.",Compliance Officers,Core,1
99,21450,Report law or regulation violations to appropriate boards or agencies.,Compliance Officers,Core,1
100,21451,"Confer with or interview officials, technical or professional specialists, or applicants to obtain information or to clarify facts relevant to licensing decisions.",Compliance Officers,Core,0
101,21452,Issue licenses to individuals meeting standards.,Compliance Officers,Supplemental,0
102,21453,Collect fees for licenses.,Compliance Officers,Supplemental,1
103,21456,Score tests and observe equipment operation and control to rate ability of applicants.,Compliance Officers,Supplemental,0
104,21457,Prepare correspondence to inform concerned parties of licensing decisions or appeals processes.,Compliance Officers,Supplemental,1
105,21458,Identify compliance issues that require follow-up or investigation.,Compliance Officers,,1
106,21459,"Keep informed regarding pending industry changes, trends, or best practices.",Compliance Officers,,1
107,21460,Provide assistance to internal or external auditors in compliance reviews.,Compliance Officers,,1
108,21461,"Verify that all firm and regulatory policies and procedures have been documented, implemented, and communicated.",Compliance Officers,,1
109,10829,"Determine the nature of code violations and actions to be taken, and issue written notices of violation, participating in enforcement hearings, as necessary.",Environmental Compliance Inspectors,Core,0
110,10831,"Prepare, organize, and maintain inspection records.",Environmental Compliance Inspectors,Core,0
111,10835,"Investigate complaints and suspected violations regarding illegal dumping, pollution, pesticides, product quality, or labeling laws.",Environmental Compliance Inspectors,Core,1
112,10841,"Determine which sites and violation reports to investigate, and coordinate compliance and enforcement activities with other government agencies.",Environmental Compliance Inspectors,Core,0
113,10837,"Inform individuals and groups of pollution control regulations and inspection findings, and explain how problems can be corrected.",Environmental Compliance Inspectors,Core,1
114,10843,"Learn and observe proper safety precautions, rules, regulations, and practices so that unsafe conditions can be recognized and proper safety protocols implemented.",Environmental Compliance Inspectors,Core,0
115,10834,"Monitor follow-up actions in cases where violations were found, and review compliance monitoring reports.",Environmental Compliance Inspectors,Core,1
116,10830,"Examine permits, licenses, applications, and records to ensure compliance with licensing requirements.",Environmental Compliance Inspectors,Core,0
117,10833,"Prepare written, oral, tabular, and graphic reports summarizing requirements and regulations, including enforcement and chain of custody documentation.",Environmental Compliance Inspectors,Core,1
118,10842,"Observe and record field conditions, gathering, interpreting, and reporting data such as flow meter readings and chemical levels.",Environmental Compliance Inspectors,Core,0
119,10840,Research and keep informed of pertinent information and developments in areas such as EPA laws and regulations.,Environmental Compliance Inspectors,Core,1
120,10850,"Participate in the development of spill prevention programs and hazardous waste rules and regulations, and recommend corrective actions for hazardous waste problems.",Environmental Compliance Inspectors,Core,0
121,10846,"Analyze and implement state, federal or local requirements as necessary to maintain approved pretreatment, pollution prevention, and storm water runoff programs.",Environmental Compliance Inspectors,Supplemental,1
122,10844,Evaluate label information for accuracy and conformance to regulatory requirements.,Environmental Compliance Inspectors,Supplemental,1
123,10853,"Respond to questions and inquiries, such as those concerning service charges and capacity fees, or refer them to supervisors.",Environmental Compliance Inspectors,Supplemental,1
124,10849,"Research and perform calculations related to landscape allowances, discharge volumes, production-based and alternative limits, and wastewater strength classifications, making recommendations and completing documentation.",Environmental Compliance Inspectors,Supplemental,1
125,10845,"Inform health professionals, property owners, and the public about harmful properties and related problems of water pollution and contaminated wastewater.",Environmental Compliance Inspectors,Supplemental,1
126,10848,"Review and evaluate applications for registration of products containing dangerous materials, or for pollution control discharge permits.",Environmental Compliance Inspectors,Supplemental,1
127,10852,Conduct research on hazardous waste management projects to determine the magnitude of problems and treatment or disposal alternatives and costs.,Environmental Compliance Inspectors,Supplemental,1
128,20473,Prepare data to calculate sewer service charges and capacity fees.,Environmental Compliance Inspectors,Supplemental,1
129,10865,Investigate employment practices or alleged violations of laws to document and correct discriminatory factors.,Equal Opportunity Representatives and Officers,Core,0
130,20719,Prepare reports related to investigations of equal opportunity complaints.,Equal Opportunity Representatives and Officers,Core,1
131,10867,Study equal opportunity complaints to clarify issues.,Equal Opportunity Representatives and Officers,Core,1
132,10866,Interpret civil rights laws and equal opportunity regulations for individuals or employers.,Equal Opportunity Representatives and Officers,Core,1
133,20722,Develop guidelines for nondiscriminatory employment practices.,Equal Opportunity Representatives and Officers,Core,1
134,20723,Monitor the implementation and impact of guidelines for nondiscriminatory employment practices.,Equal Opportunity Representatives and Officers,Core,1
135,10869,"Coordinate, monitor, or revise complaint procedures to ensure timely processing and review of complaints.",Equal Opportunity Representatives and Officers,Core,0
136,10875,"Provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",Equal Opportunity Representatives and Officers,Core,1
137,10871,Conduct surveys and evaluate findings to determine if systematic discrimination exists.,Equal Opportunity Representatives and Officers,Core,0
138,10870,"Prepare reports of selection, survey, or other statistics and recommendations for corrective action.",Equal Opportunity Representatives and Officers,Supplemental,1
139,10874,"Counsel newly hired members of minority or disadvantaged groups, informing them about details of civil rights laws.",Equal Opportunity Representatives and Officers,Supplemental,1
140,10873,Review company contracts to determine actions required to meet governmental equal opportunity provisions.,Equal Opportunity Representatives and Officers,Supplemental,1
141,10876,Verify that all job descriptions are submitted for review and approval and that descriptions meet regulatory standards.,Equal Opportunity Representatives and Officers,Supplemental,0
142,10878,Consult with community representatives to develop technical assistance agreements in accordance with governmental regulations.,Equal Opportunity Representatives and Officers,Supplemental,0
143,10880,"Participate in the recruitment of employees through job fairs, career days, or advertising plans.",Equal Opportunity Representatives and Officers,Supplemental,0
144,12890,"Prepare correspondence, reports of inspections or investigations, or recommendations for action.",Government Property Inspectors and Investigators,Core,1
145,12891,"Examine records, reports, or other documents to establish facts or detect discrepancies.",Government Property Inspectors and Investigators,Core,1
146,20843,"Inspect government property, such as construction sites or public housing, to ensure compliance with contract specifications or legal requirements.",Government Property Inspectors and Investigators,Core,0
147,20844,Investigate alleged license or permit violations.,Government Property Inspectors and Investigators,Supplemental,1
148,12894,Inspect manufactured or processed products to ensure compliance with contract specifications or legal requirements.,Government Property Inspectors and Investigators,Supplemental,0
149,12893,"Collect, identify, evaluate, or preserve case evidence.",Government Property Inspectors and Investigators,Supplemental,0
150,20845,Investigate applications for special licenses or permits.,Government Property Inspectors and Investigators,Supplemental,0
151,12899,Recommend legal or administrative action to protect government property.,Government Property Inspectors and Investigators,Supplemental,1
152,12892,Monitor investigations of suspected offenders to ensure that they are conducted in accordance with constitutional requirements.,Government Property Inspectors and Investigators,Supplemental,0
153,12901,"Locate and interview plaintiffs, witnesses, or representatives of business or government to gather facts relevant to inspections or alleged violations.",Government Property Inspectors and Investigators,Supplemental,0
154,8913,"Inquire into the cause, manner, and circumstances of human deaths and establish the identities of deceased persons.",Coroners,Core,0
155,8915,"Complete death certificates, including the assignment of cause and manner of death.",Coroners,Core,1
156,8917,Collect and document any pertinent medical history information.,Coroners,Core,0
157,8928,Arrange for the next of kin to be notified of deaths.,Coroners,Core,1
158,8919,Complete reports and forms required to finalize cases.,Coroners,Core,1
159,8918,"Observe, record, and preserve any objects or personal property related to deaths, including objects such as medication containers and suicide notes.",Coroners,Core,0
160,8926,"Inventory personal effects recovered from bodies, such as jewelry or wallets.",Coroners,Core,0
161,8916,Observe and record the positions and conditions of bodies and related evidence.,Coroners,Core,0
162,8924,"Locate and document information regarding the next of kin, including their relationship to the deceased and the status of notification attempts.",Coroners,Core,0
163,20181,"Direct activities of workers conducting autopsies, performing pathological and toxicological analyses, and preparing documents for permanent records.",Coroners,Core,0
164,8929,"Record the disposition of minor children, as well as details of arrangements made for their care.",Coroners,Supplemental,0
165,8930,"Collect wills, burial instructions, and other documentation needed for investigations and for handling of the remains.",Coroners,Supplemental,0
166,18054,Coordinate efforts associated with the preparation of regulatory documents or submissions.,Regulatory Affairs Specialists,Core,0
167,18045,"Communicate with regulatory agencies regarding pre-submission strategies, potential regulatory pathways, compliance test requirements, or clarification and follow-up of submissions under review.",Regulatory Affairs Specialists,Core,0
168,18061,Prepare or direct the preparation of additional information or responses as requested by regulatory agencies.,Regulatory Affairs Specialists,Core,0
169,18048,"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Regulatory Affairs Specialists,Core,0
170,18062,Prepare or maintain technical files as necessary to obtain and sustain product approval.,Regulatory Affairs Specialists,Core,1
171,18049,Interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.,Regulatory Affairs Specialists,Core,1
172,18055,Determine the types of regulatory submissions or internal documentation that are required in situations such as proposed device changes or labeling changes.,Regulatory Affairs Specialists,Core,1
173,18067,Coordinate recall or market withdrawal activities as necessary.,Regulatory Affairs Specialists,Core,0
174,18052,"Advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",Regulatory Affairs Specialists,Core,1
175,18070,Review adverse drug reactions and file all related reports in accordance with regulatory agency guidelines.,Regulatory Affairs Specialists,Core,1
176,18051,"Review product promotional materials, labeling, batch records, specification sheets, or test methods for compliance with applicable regulations and policies.",Regulatory Affairs Specialists,Core,1
177,21094,"Identify relevant guidance documents, international standards, or consensus standards.",Regulatory Affairs Specialists,Core,1
178,18050,"Provide technical review of data or reports to be incorporated into regulatory submissions to assure scientific rigor, accuracy, and clarity of presentation.",Regulatory Affairs Specialists,Core,1
179,18065,Review clinical protocols to ensure collection of data needed for regulatory submissions.,Regulatory Affairs Specialists,Core,1
180,21095,"Provide pre-, ongoing, and post-inspection follow-up assistance to governmental inspectors.",Regulatory Affairs Specialists,Core,1
181,18058,"Maintain current knowledge base of existing and emerging regulations, standards, or guidance documents.",Regulatory Affairs Specialists,Core,1
182,18063,Recommend changes to company procedures in response to changes in regulations or standards.,Regulatory Affairs Specialists,Core,1
183,18060,Participate in internal or external audits.,Regulatory Affairs Specialists,Core,0
184,18053,Compile and maintain regulatory documentation databases or systems.,Regulatory Affairs Specialists,Core,0
185,18066,"Write or update standard operating procedures, work instructions, or policies.",Regulatory Affairs Specialists,Core,1
186,18059,"Obtain and distribute updated information regarding domestic or international laws, guidelines, or standards.",Regulatory Affairs Specialists,Core,1
187,18068,Develop or track quality metrics.,Regulatory Affairs Specialists,Core,1
188,18056,Develop or conduct employee regulatory training.,Regulatory Affairs Specialists,Core,0
189,21096,Recommend adjudication of product complaints.,Regulatory Affairs Specialists,Core,1
190,19553,"Determine requirements applying to treatment, storage, shipment, or disposal of potentially hazardous production-related waste.",Regulatory Affairs Specialists,Supplemental,1
191,18064,"Prepare responses to customer requests for information, such as product data, written regulatory affairs statements, surveys, or questionnaires.",Regulatory Affairs Specialists,Supplemental,1
192,19557,"Specialize in regulatory issues related to agriculture, such as the cultivation of green biotechnology crops or the post-market regulation of genetically altered crops.",Regulatory Affairs Specialists,Supplemental,1
193,19552,"Determine regulations or procedures related to the management, collection, reuse, recovery, or recycling of packaging waste.",Regulatory Affairs Specialists,Supplemental,1
194,19554,"Determine the legal implications of the production, supply, or use of ozone-depleting substances or equipment containing such substances.",Regulatory Affairs Specialists,Supplemental,1
195,19556,Obtain clearances for the use of recycled plastics in product packaging.,Regulatory Affairs Specialists,Supplemental,0
196,19555,Monitor national or international legislation on ozone-depleting substances or global warming.,Regulatory Affairs Specialists,Supplemental,1
197,15945,"Prepare and process import and export documentation according to customs regulations, laws, or procedures.",Customs Brokers,Core,1
198,15946,Clear goods through customs and to their destinations for clients.,Customs Brokers,Core,0
199,15936,"Pay, or arrange for payment of, taxes and duties on shipments.",Customs Brokers,Core,1
200,15942,Calculate duty and tariff payments owed on shipments.,Customs Brokers,Core,1
201,15932,"Request or compile necessary import documentation, such as customs invoices, certificates of origin, and cargo-control documents.",Customs Brokers,Core,1
202,15941,Classify goods according to tariff coding system.,Customs Brokers,Core,1
203,15933,"Stay abreast of changes in import or export laws or regulations by reading current literature, attending meetings or conferences, or conferring with colleagues.",Customs Brokers,Core,1
204,15924,"Sign documents on behalf of clients, using powers of attorney.",Customs Brokers,Core,0
205,15944,"Advise customers on import and export restrictions, tariff systems, insurance requirements, quotas, or other customs-related matters.",Customs Brokers,Core,1
206,15926,Post bonds for the products being imported or assist clients in obtaining bonds.,Customs Brokers,Core,1
207,15934,"Quote duty and tax rates on goods to be imported, based on federal tariffs and excise taxes.",Customs Brokers,Core,1
208,15930,"Arrange for transportation, warehousing, or product distribution of imported or exported products.",Customs Brokers,Core,0
209,15937,Monitor or trace the location of goods.,Customs Brokers,Core,0
210,15940,Confer with officials in various agencies to facilitate clearance of goods through customs and quarantine.,Customs Brokers,Core,0
211,15939,Inform importers and exporters of steps to reduce duties and taxes.,Customs Brokers,Core,1
212,15928,"Obtain line releases for frequent shippers of low-risk commodities, high-volume entries, or multiple-container loads.",Customs Brokers,Core,0
213,15925,"Provide advice on transportation options, types of carriers, or shipping routes.",Customs Brokers,Core,1
214,15929,Contract with freight forwarders for destination services.,Customs Brokers,Core,0
215,15943,Apply for tariff concessions or for duty drawbacks and other refunds.,Customs Brokers,Core,0
216,15927,"Insure cargo against loss, damage, or pilferage.",Customs Brokers,Core,0
217,15935,Prepare papers for shippers to appeal duty charges.,Customs Brokers,Core,1
218,15931,Suggest best methods of packaging or labeling products.,Customs Brokers,Supplemental,1
219,15938,Maintain relationships with customs brokers in other ports to expedite clearing of cargo.,Customs Brokers,Supplemental,0
220,20846,Collect historical cost data to estimate costs for current or future products.,Cost Estimators,Core,1
221,82,"Consult with clients, vendors, personnel in other departments, or construction foremen to discuss and formulate estimates and resolve issues.",Cost Estimators,Core,0
222,84,"Prepare estimates used by management for purposes such as planning, organizing, and scheduling work.",Cost Estimators,Core,1
223,80,"Analyze blueprints and other documentation to prepare time, cost, materials, and labor estimates.",Cost Estimators,Core,1
224,83,"Confer with engineers, architects, owners, contractors, and subcontractors on changes and adjustments to cost estimates.",Cost Estimators,Core,0
225,81,"Assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",Cost Estimators,Core,1
226,85,Prepare estimates for use in selecting vendors or subcontractors.,Cost Estimators,Core,1
227,89,Set up cost monitoring and reporting systems and procedures.,Cost Estimators,Core,0
228,90,"Establish and maintain tendering process, and conduct negotiations.",Cost Estimators,Core,0
229,88,"Prepare and maintain a directory of suppliers, contractors and subcontractors.",Cost Estimators,Core,1
230,86,Review material and labor requirements to decide whether it is more cost-effective to produce or purchase components.,Cost Estimators,Core,1
231,91,Conduct special studies to develop and establish standard hour and related cost data or to reduce cost.,Cost Estimators,Core,1
232,87,Prepare cost and expenditure statements and other necessary documentation at regular intervals for the duration of the project.,Cost Estimators,Supplemental,1
233,92,"Visit site and record information about access, drainage and topography, and availability of utility services.",Cost Estimators,Supplemental,0
234,18861,"Interpret and explain human resources policies, procedures, laws, standards, or regulations.",Human Resources Specialists,Core,1
235,18859,Hire employees and process hiring-related paperwork.,Human Resources Specialists,Core,0
236,18864,"Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).",Human Resources Specialists,Core,1
237,18866,"Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.",Human Resources Specialists,Core,1
238,18852,"Address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.",Human Resources Specialists,Core,0
239,18868,Review employment applications and job orders to match applicants with job requirements.,Human Resources Specialists,Core,1
240,18860,"Inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.",Human Resources Specialists,Core,1
